--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| building                                                  | predicate                                                            | object                                                      |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AC46>  | <http://www.opengis.net/citygml/2.0#creationDate>                    | "2017-04-05"^^<http://www.w3.org/2001/XMLSchema#date>       |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AC46>  | <http://www.opengis.net/gml#hasboundedBy>                            | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#boundedBy_285>   |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AC46>  | <http://www.opengis.net/gml#hasname>                                 | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#name_285>        |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AC46>  | <http://www.opengis.net/gml#hasid>                                   | "BU_69381AC46"^^<http://www.opengis.net/gml#id>             |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AC46>  | <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>                    | <http://www.opengis.net/citygml/building/2.0#Building>      |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AC46>  | <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>                    | <http://www.w3.org/2002/07/owl#NamedIndividual>             |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AL203> | <http://www.opengis.net/citygml/building/2.0#consistsOfBuildingPart> | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AL203_1> |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AL203> | <http://www.opengis.net/citygml/2.0#creationDate>                    | "2017-04-05"^^<http://www.w3.org/2001/XMLSchema#date>       |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AL203> | <http://www.opengis.net/gml#hasboundedBy>                            | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#boundedBy_234>   |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AL203> | <http://www.opengis.net/gml#hasname>                                 | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#name_234>        |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AL203> | <http://www.opengis.net/gml#hasid>                                   | "BU_69381AL203"^^<http://www.opengis.net/gml#id>            |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AL203> | <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>                    | <http://www.opengis.net/citygml/building/2.0#Building>      |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AL203> | <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>                    | <http://www.w3.org/2002/07/owl#NamedIndividual>             |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AT43>  | <http://www.opengis.net/citygml/building/2.0#consistsOfBuildingPart> | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AT43_1>  |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AT43>  | <http://www.opengis.net/citygml/2.0#creationDate>                    | "2017-04-05"^^<http://www.w3.org/2001/XMLSchema#date>       |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AT43>  | <http://www.opengis.net/gml#hasboundedBy>                            | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#boundedBy_266>   |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AT43>  | <http://www.opengis.net/gml#hasname>                                 | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#name_266>        |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AT43>  | <http://www.opengis.net/gml#hasid>                                   | "BU_69381AT43"^^<http://www.opengis.net/gml#id>             |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AT43>  | <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>                    | <http://www.opengis.net/citygml/building/2.0#Building>      |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AT43>  | <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>                    | <http://www.w3.org/2002/07/owl#NamedIndividual>             |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AC47>  | <http://www.opengis.net/citygml/building/2.0#consistsOfBuildingPart> | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AC47_1>  |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AC47>  | <http://www.opengis.net/citygml/2.0#creationDate>                    | "2017-04-05"^^<http://www.w3.org/2001/XMLSchema#date>       |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AC47>  | <http://www.opengis.net/gml#hasboundedBy>                            | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#boundedBy_586>   |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AC47>  | <http://www.opengis.net/gml#hasname>                                 | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#name_586>        |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AC47>  | <http://www.opengis.net/gml#hasid>                                   | "BU_69381AC47"^^<http://www.opengis.net/gml#id>             |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AC47>  | <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>                    | <http://www.opengis.net/citygml/building/2.0#Building>      |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AC47>  | <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>                    | <http://www.w3.org/2002/07/owl#NamedIndividual>             |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AK22>  | <http://www.opengis.net/citygml/building/2.0#consistsOfBuildingPart> | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AK22_1>  |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AK22>  | <http://www.opengis.net/citygml/2.0#creationDate>                    | "2017-04-05"^^<http://www.w3.org/2001/XMLSchema#date>       |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AK22>  | <http://www.opengis.net/gml#hasboundedBy>                            | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#boundedBy_1305>  |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AK22>  | <http://www.opengis.net/gml#hasname>                                 | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#name_1305>       |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AK22>  | <http://www.opengis.net/gml#hasid>                                   | "BU_69381AK22"^^<http://www.opengis.net/gml#id>             |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AK22>  | <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>                    | <http://www.opengis.net/citygml/building/2.0#Building>      |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AK22>  | <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>                    | <http://www.w3.org/2002/07/owl#NamedIndividual>             |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AB110> | <http://www.opengis.net/citygml/building/2.0#consistsOfBuildingPart> | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AB110_1> |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AB110> | <http://www.opengis.net/citygml/2.0#creationDate>                    | "2017-04-05"^^<http://www.w3.org/2001/XMLSchema#date>       |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AB110> | <http://www.opengis.net/gml#hasboundedBy>                            | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#boundedBy_791>   |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AB110> | <http://www.opengis.net/gml#hasname>                                 | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#name_791>        |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AB110> | <http://www.opengis.net/gml#hasid>                                   | "BU_69381AB110"^^<http://www.opengis.net/gml#id>            |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AB110> | <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>                    | <http://www.opengis.net/citygml/building/2.0#Building>      |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AB110> | <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>                    | <http://www.w3.org/2002/07/owl#NamedIndividual>             |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AM103> | <http://www.opengis.net/citygml/building/2.0#consistsOfBuildingPart> | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AM103_1> |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AM103> | <http://www.opengis.net/citygml/2.0#creationDate>                    | "2017-04-05"^^<http://www.w3.org/2001/XMLSchema#date>       |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AM103> | <http://www.opengis.net/gml#hasboundedBy>                            | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#boundedBy_893>   |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AM103> | <http://www.opengis.net/gml#hasname>                                 | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#name_893>        |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AM103> | <http://www.opengis.net/gml#hasid>                                   | "BU_69381AM103"^^<http://www.opengis.net/gml#id>            |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AM103> | <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>                    | <http://www.opengis.net/citygml/building/2.0#Building>      |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AM103> | <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>                    | <http://www.w3.org/2002/07/owl#NamedIndividual>             |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AN65>  | <http://www.opengis.net/citygml/building/2.0#consistsOfBuildingPart> | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AN65_1>  |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AN65>  | <http://www.opengis.net/citygml/2.0#creationDate>                    | "2017-04-05"^^<http://www.w3.org/2001/XMLSchema#date>       |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AN65>  | <http://www.opengis.net/gml#hasboundedBy>                            | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#boundedBy_277>   |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AN65>  | <http://www.opengis.net/gml#hasname>                                 | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#name_277>        |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AN65>  | <http://www.opengis.net/gml#hasid>                                   | "BU_69381AN65"^^<http://www.opengis.net/gml#id>             |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AN65>  | <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>                    | <http://www.opengis.net/citygml/building/2.0#Building>      |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AN65>  | <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>                    | <http://www.w3.org/2002/07/owl#NamedIndividual>             |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AR78>  | <http://www.opengis.net/citygml/building/2.0#consistsOfBuildingPart> | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AR78_1>  |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AR78>  | <http://www.opengis.net/citygml/2.0#creationDate>                    | "2017-04-05"^^<http://www.w3.org/2001/XMLSchema#date>       |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AR78>  | <http://www.opengis.net/gml#hasboundedBy>                            | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#boundedBy_702>   |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AR78>  | <http://www.opengis.net/gml#hasname>                                 | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#name_702>        |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AR78>  | <http://www.opengis.net/gml#hasid>                                   | "BU_69381AR78"^^<http://www.opengis.net/gml#id>             |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AR78>  | <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>                    | <http://www.opengis.net/citygml/building/2.0#Building>      |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AR78>  | <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>                    | <http://www.w3.org/2002/07/owl#NamedIndividual>             |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AR102> | <http://www.opengis.net/citygml/building/2.0#consistsOfBuildingPart> | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AR102_1> |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AR102> | <http://www.opengis.net/citygml/2.0#creationDate>                    | "2017-04-05"^^<http://www.w3.org/2001/XMLSchema#date>       |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AR102> | <http://www.opengis.net/gml#hasboundedBy>                            | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#boundedBy_1489>  |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AR102> | <http://www.opengis.net/gml#hasname>                                 | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#name_1489>       |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AR102> | <http://www.opengis.net/gml#hasid>                                   | "BU_69381AR102"^^<http://www.opengis.net/gml#id>            |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AR102> | <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>                    | <http://www.opengis.net/citygml/building/2.0#Building>      |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AR102> | <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>                    | <http://www.w3.org/2002/07/owl#NamedIndividual>             |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AO111> | <http://www.opengis.net/citygml/building/2.0#consistsOfBuildingPart> | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AO111_1> |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AO111> | <http://www.opengis.net/citygml/2.0#creationDate>                    | "2017-04-05"^^<http://www.w3.org/2001/XMLSchema#date>       |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AO111> | <http://www.opengis.net/gml#hasboundedBy>                            | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#boundedBy_796>   |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AO111> | <http://www.opengis.net/gml#hasname>                                 | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#name_796>        |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AO111> | <http://www.opengis.net/gml#hasid>                                   | "BU_69381AO111"^^<http://www.opengis.net/gml#id>            |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AO111> | <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>                    | <http://www.opengis.net/citygml/building/2.0#Building>      |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AO111> | <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>                    | <http://www.w3.org/2002/07/owl#NamedIndividual>             |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AT42>  | <http://www.opengis.net/citygml/building/2.0#consistsOfBuildingPart> | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AT42_1>  |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AT42>  | <http://www.opengis.net/citygml/2.0#creationDate>                    | "2017-04-05"^^<http://www.w3.org/2001/XMLSchema#date>       |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AT42>  | <http://www.opengis.net/gml#hasboundedBy>                            | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#boundedBy_663>   |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AT42>  | <http://www.opengis.net/gml#hasname>                                 | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#name_663>        |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AT42>  | <http://www.opengis.net/gml#hasid>                                   | "BU_69381AT42"^^<http://www.opengis.net/gml#id>             |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AT42>  | <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>                    | <http://www.opengis.net/citygml/building/2.0#Building>      |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AT42>  | <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>                    | <http://www.w3.org/2002/07/owl#NamedIndividual>             |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AV100> | <http://www.opengis.net/citygml/building/2.0#consistsOfBuildingPart> | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AV100_1> |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AV100> | <http://www.opengis.net/citygml/2.0#creationDate>                    | "2017-04-05"^^<http://www.w3.org/2001/XMLSchema#date>       |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AV100> | <http://www.opengis.net/gml#hasboundedBy>                            | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#boundedBy_1145>  |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AV100> | <http://www.opengis.net/gml#hasname>                                 | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#name_1145>       |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AV100> | <http://www.opengis.net/gml#hasid>                                   | "BU_69381AV100"^^<http://www.opengis.net/gml#id>            |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AV100> | <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>                    | <http://www.opengis.net/citygml/building/2.0#Building>      |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AV100> | <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>                    | <http://www.w3.org/2002/07/owl#NamedIndividual>             |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AL250> | <http://www.opengis.net/citygml/building/2.0#consistsOfBuildingPart> | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AL250_1> |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AL250> | <http://www.opengis.net/citygml/2.0#creationDate>                    | "2017-04-05"^^<http://www.w3.org/2001/XMLSchema#date>       |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AL250> | <http://www.opengis.net/gml#hasboundedBy>                            | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#boundedBy_695>   |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AL250> | <http://www.opengis.net/gml#hasname>                                 | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#name_695>        |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AL250> | <http://www.opengis.net/gml#hasid>                                   | "BU_69381AL250"^^<http://www.opengis.net/gml#id>            |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AL250> | <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>                    | <http://www.opengis.net/citygml/building/2.0#Building>      |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AL250> | <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>                    | <http://www.w3.org/2002/07/owl#NamedIndividual>             |
| <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AV101> | <http://www.opengis.net/citygml/building/2.0#consistsOfBuildingPart> | <file:///LYON_1ER_BATI_2015(1711_bldg).rdf#BU_69381AV101_1> |
